,rated,turns,victory_status,winner,increment_code,white_rating,black_rating,moves,opening_eco,opening_name,opening_ply,EstDur,Event,RatingDiff
8201,True,79,resign,white,15+0,1852,1518,e4 e6 d4 c6 Nc3 Bb4 a3 Ba5 b4 Bb6 Na4 a5 Nxb6 Qxb6 Bd2 a4 Nf3 Nf6 Bd3 d6 c4 e5 c5 Qc7 cxd6 Qxd6 Bc3 exd4 Bxd4 Bg4 e5 Bxf3 exd6 Bxd1 Rxd1 O-O O-O Nbd7 Bf5 Rad8 Rfe1 Rfe8 Re7 Rxe7 dxe7 Re8 Bxf6 Nxf6 Rd8 g6 Bd7 Nxd7 Rxe8+ Kg7 Rd8 Nf6 e8=Q Nxe8 Rxe8 Kf6 Rb8 b5 Rb6 Ke5 Rxc6 Kd4 Rc5 f5 Rxb5 Kc4 Ra5 Kb3 b5 Kxa3 b6 Kb4 Rxa4+ Kxa4 b7,C00,French Defense: Normal Variation,3,900,Rapid,334
8293,True,61,resign,black,10+5,1627,1321,e4 c6 d4 d5 e5 e6 Nf3 g6 h3 f6 Bd3 b6 O-O c5 c3 cxd4 cxd4 Bg7 Bf4 g5 Bh2 Ne7 Qa4+ Nbc6 Bb5 Bd7 Qc2 a6 Bxc6 Nxc6 Rd1 f5 Ne1 O-O Qe2 Na7 Qxa6 Nb5 Qb7 f4 Nc3 Nxc3 bxc3 Rb8 Qa6 Rc8 Rdc1 h5 Qe2 Be8 f3 b5 Nd3 Qa5 Nc5 Rc6 Rab1 Bf7 Rxb5 Qa3 Rb3,B12,Caro-Kann Defense: Advance Variation,5,800,Rapid,306
19010,True,91,mate,white,20+20,2215,1998,e4 c6 d4 d5 e5 Bf5 Nf3 e6 Be2 Bb4+ c3 Ba5 O-O Ne7 Nh4 h6 Nxf5 Nxf5 f4 Qh4 Rf3 Nd7 Rh3 Qd8 g4 Ne7 a4 Nf8 b4 Bc7 Nd2 Nfg6 Nb3 h5 g5 h4 Bh5 Nf5 Nc5 Qc8 Bxg6 fxg6 Bd2 b6 Nd3 Qd7 Be1 Kf7 Bf2 Bd8 Qg4 Be7 Bxh4 Nxh4 Rxh4 Qb7 a5 Qa6 Rxh8 Rxh8 Nb2 b5 Kg2 Qc8 h4 Rh5 Rh1 Qh8 Nd3 Bf8 Nc1 Be7 Ne2 Bf8 Ng3 Ke7 a6 Qh7 Nxh5 gxh5 g6 Qh8 Qg5+ Kd7 f5 exf5 Qxf5+ Kc7 Qf7+ Kb6 Qb7#,B12,Caro-Kann Defense: Advance Variation |  Short Variation,7,2000,Classical,217
1464,True,56,resign,black,30+0,1464,1413,g3 d5 b3 Bf5 d3 Nf6 Nf3 e6 Nd4 c5 Nxf5 exf5 Bh3 g6 Bg5 Qa5+ Bd2 Qb6 Bg2 Nc6 a3 Bg7 Bc3 d4 Bd2 O-O O-O Rfe8 e3 Ng4 c3 dxe3 fxe3 Nxe3 Bxe3 Rxe3 Re1 Rxe1+ Qxe1 c4+ Kh1 cxd3 Qd1 Re8 Nd2 Bxc3 Rc1 Bxd2 Qxd2 Qxb3 Bxc6 bxc6 Rc3 Qd5+ Kg1 Re2,A00,Hungarian Opening,1,1800,Classical,51
5737,True,144,outoftime,black,20+0,1327,1388,d4 d5 e3 e6 Nf3 c5 Bb5+ Bd7 Bxd7+ Nxd7 a3 c4 b3 Nb6 bxc4 Nxc4 Qd3 Qa5+ Bd2 Nxd2 Qxd2 Qxd2+ Nbxd2 O-O-O c4 Ne7 cxd5 Nxd5 Rc1+ Kb8 O-O Bxa3 Rc2 Bb4 Ne5 Rhf8 Nb3 f6 Nf3 Nc3 Nc5 Bxc5 Rxc3 Bb4 Rb3 a5 Ne1 e5 Nf3 e4 Nh4 f5 f4 Be7 g3 g5 Ng2 g4 Ra1 Rd5 Rc3 Bb4 Rc4 Rc8 Rxc8+ Kxc8 Rc1+ Kb8 Rc2 a4 Rb2 Bc3 Rc2 Bb4 Nh4 a3 Kg2 Ra5 Ra2 Ka7 Kf2 Ka6 Ke2 Kb5 Kd1 Kc4 Kc2 h5 Ng2 Ra6 Nh4 Rf6 Ng2 Kd5 Kb3 Rb6 Nh4 Bd2+ Kxa3 Ra6+ Kb3 Rxa2 Kxa2 Bxe3 Nxf5 Bg1 Ng7 Bxh2 Nxh5 Kxd4 Kb2 Kd3 f5 Bg1 f6 Bd4+ Kb1 Bc5 Kb2 Kd2 Kb3 e3 Kc4 Bf8 Nf4 Bh6 f7 e2 Ng2 e1=Q Nxe1 Kxe1 Kd5 Kf2 Ke4 Kxg3 Kf5 Bf8 Kg6 Kh3 Kh7 g3 Kg8 Ba3,D00,Queen's Pawn Game #2,3,1200,Rapid,-61
1793,True,89,mate,white,10+0,1980,1860,e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 f4 c5 Nf3 cxd4 Nxd4 Nc6 a3 Qb6 Nxc6 bxc6 b4 Ba6 Bxa6 Qxa6 Qd3 Qxd3 cxd3 c5 Nb5 Kd8 Bd2 cxb4 axb4 a6 O-O Be7 Rfc1 f6 Nc7 Ra7 Nxe6+ Ke8 Nxg7+ Kf7 e6+ Kxg7 exd7 Rxd7 Rxa6 Rb7 f5 Rhb8 Ra5 Rd7 b5 Rdb7 b6 Rxb6 Rxd5 Rb2 Bf4 Re8 Rd7 Kf7 Rcc7 Rb1+ Kf2 Rb2+ Kf3 Rb6 d4 Rb3+ Kg4 Rb6 d5 Kf8 Bh6+ Kf7 Bf4 Kf8 d6 Bd8 Bh6+ Kg8 Rg7+ Kh8 Rxh7+ Kg8 Rcg7+ Kf8 Rh8#,C11,French Defense: Steinitz Variation #2,11,600,Rapid,120
19517,True,26,resign,black,12+5,2024,2200,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 Nc3 Nc6 Be3 Nf6 Bc4 O-O Bb3 Ng4 Qxg4 Nxd4 Qd1 Nxb3 axb3 e6 Rxa7 Rxa7 Bxa7 b6,B35,Sicilian Defense: Accelerated Dragon |  Modern Bc4 Variation,13,920,Rapid,-176
15298,True,161,mate,white,10+0,1596,1589,e4 e5 f4 exf4 Nf3 Nf6 Nc3 h6 d4 Nxe4 Nxe4 Qe7 Bd3 d5 Qe2 dxe4 Bxe4 Nc6 Bxf4 Bg4 Bxc6+ bxc6 Qxe7+ Bxe7 Bxc7 O-O O-O-O Bxf3 gxf3 Rac8 Bg3 Bf6 Be5 Bg5+ Kb1 Rcd8 h4 Be7 h5 Rd5 Rhe1 Rfd8 c4 R5d7 Re4 c5 d5 Bg5 a3 Re7 b4 cxb4 axb4 Rc8 d6 Rd7 c5 f5 Re2 a6 Ra2 Rc6 Rd3 Kf7 Rda3 Ke6 Bg3 f4 Bf2 Bf6 Rxa6 Rxa6 Rxa6 Kf5 b5 Kg5 b6 Kxh5 Ra7 Rd8 b7 Rb8 c6 Be5 Ra8 Rxb7+ cxb7 Bxd6 Bc5 Bc7 b8=Q Bxb8 Rxb8 Kh4 Bd6 Kg3 Rb3 g5 Kc1 g4 fxg4+ Kxg4 Bxf4 Kxf4 Kd1 h5 Ke1 h4 Kf2 Kg4 Kg2 Kh5 Kh3 Kg5 Rb4 Kf5 Rxh4 Kg5 Ra4 Kf5 Kg3 Kg6 Ra5 Kf6 Kg4 Ke6 Kf4 Kd6 Rh5 Ke6 Ra5 Kd6 Ke4 Kc6 Kd4 Kb6 Rh5 Kc6 Rg5 Kd6 Rg6+ Ke7 Ra6 Kd7 Ke5 Kc7 Rh6 Kd7 Kd5 Ke7 Ra6 Kd7 Ra7+ Kc8 Kd6 Kb8 Rh7 Kc8 Rg7 Kd8 Rg8#,C34,King's Gambit Accepted |  Schallopp Defense,6,600,Rapid,7
12569,True,47,resign,black,10+0,1471,1513,d4 d5 Bf4 Nc6 e3 Nf6 Bb5 e6 a3 a6 Bxc6+ bxc6 Nc3 Bb7 Qe2 Bd6 Bxd6 Qxd6 O-O-O O-O Nf3 h6 Ne5 c5 Nf3 c4 e4 Rfb8 Na4 Qf4+ Kb1 dxe4 Nd2 Bd5 Nc5 Qd6 f3 Qb6 Na4 Qb5 b3 cxb3 Nb2 Qxe2 fxe4 Nxe4 Nxb3,D00,Queen's Pawn Game: Mason Attack,3,600,Rapid,-42
11369,True,75,resign,white,10+0,2016,1980,c4 Nf6 g3 g6 Bg2 Bg7 Nc3 O-O d4 c6 e4 d5 cxd5 cxd5 e5 Nfd7 Nxd5 Nc6 Ne2 Nb6 Ndc3 e6 O-O Nd5 Ne4 Qb6 Rb1 Qa5 a3 b5 b4 Qc7 Nd6 Rb8 Bb2 Rd8 Qd3 Bf8 Ne4 a5 Rbc1 axb4 axb4 Ndxb4 Nf6+ Kh8 Qe4 Bb7 Qh4 h6 d5 exd5 e6 Bg7 Nxd5 Bxb2 Nxc7 fxe6 Qxh6+ Kg8 Qxg6+ Bg7 Nxe6 Rd7 Nc5 Ne5 Qe6+ Rf7 Nxb7 Nbd3 Rc7 b4 Rxf7 Nxf7 Qb3,A15,English Opening: Anglo-Indian Defense,2,600,Rapid,36
13721,True,40,resign,black,5+8,1795,1760,d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 c4 c5 Qc2 Bxf3 gxf3 cxd4 exd4 Nc6 d5 Nb4 Qc3 Rc8 a3 Nfxd5 Qb3 Nxd3+ Qxd3 Qc7 cxd5 Qxc1+ Qd1 Qxb2 dxe6 Rc1 exd7+ Kd8 Nd2 Rxa1 O-O Rxd1 Rxd1 Qc2,A46,Yusupov-Rubinstein System,5,620,Rapid,35
13333,True,15,resign,white,3+8,1551,1535,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O Bd6 d4 exd4 Qxd4 f6 c4,C68,Ruy Lopez: Exchange Variation |  King's Bishop Variation,10,500,Rapid,16
17493,False,113,resign,white,5+8,1693,1500,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Bc5 Re1 Ng4 Rf1 d6 h3 Nxf2 Rxf2 h5 d4 exd4 Nxd4 Bxd4 Bxc6+ bxc6 Qxd4 f6 c4 c5 Qd5 Bd7 Bg5 Rf8 Be3 f5 exf5 Qe7 Qxa8+ Kf7 Qf3 Kg8 f6 Rxf6 Qg3 Qe4 Rxf6 h4 Qg5 Bc6 Rf4 Qxe3+ Kh2 Qe2 Qd8+ Be8 Qxh4 Bc6 Rf2 Qe5+ Qf4 Qe8 Qf8+ Qxf8 Rxf8+ Kxf8 Nc3 Be8 Rf1+ Kg8 Re1 Bf7 Re7 Bxc4 Rxc7 a6 g4 Bxa2 Nxa2 a5 Rc6 a4 Rxd6 c4 Ra6 Kf7 Rxa4 Ke7 Rxc4 Kf7 b4 Ke7 b5 Kd7 b6 Kd6 b7 Kd5 Rc1 Kd4 b8=Q g6 Qf4+ Kd3 Rd1+ Ke2 Qf1+ Ke3 Qd3+ Kf4 Nc3 Kg5 Ne4+ Kf4 Rf1+ Ke5 Qd6+,C65,Ruy Lopez: Berlin Defense |  Beverwijk Variation,8,620,Rapid,193
2914,True,62,resign,black,20+0,1112,1151,e4 e5 d4 Qf6 f3 exd4 Bc4 Bc5 f4 Qh4+ g3 Qf6 Qf3 Nh6 e5 Qc6 f5 Qxf3 Nxf3 Nxf5 Ng5 d6 Nxf7 Rf8 Rf1 Nh6 Nxh6 gxh6 Rxf8+ Kxf8 Bxh6+ Ke7 Nd2 dxe5 Ne4 Na6 Bg5+ Ke8 Nf6+ Ke7 Nd5+ Kd7 Kd2 Kd6 Re1 Be6 Bf4 Bxd5 Bxe5+ Kc6 Bxd5+ Kxd5 c4+ Kxc4 b3+ Kd5 g4 Re8 h4 Rxe5 Re4 Rxe4,C21,Center Game #2,3,1200,Rapid,-39
14427,True,70,resign,black,10+0,1339,1705,e4 d6 d4 c6 Nc3 Bd7 Nf3 Nf6 Bf4 e5 dxe5 dxe5 Bxe5 Be7 Bc4 O-O Qd2 Na6 a3 b5 Ba2 Be6 Qxd8 Raxd8 Bxe6 fxe6 Bxf6 Bxf6 O-O Bxc3 bxc3 Nc5 Rfe1 Rf4 e5 h6 Re3 Rdf8 Rd1 a5 Rd6 b4 Rxc6 Na4 axb4 axb4 Rxe6 Nxc3 Rd6 Ra8 g3 Rff8 Rb6 Ra1+ Kg2 Nd5 Rd6 Nxe3+ fxe3 Ra2 Rd2 Rc8 Kh3 Raxc2 Rxc2 Rxc2 Kg4 b3 Nd4 b2,B07,Pirc Defense #5,3,600,Rapid,-366
7902,True,101,mate,white,15+0,1314,1295,e4 e5 Nf3 d5 exd5 e4 Nd4 Qxd5 c3 Bc5 Nb3 Nf6 d4 exd3 Bxd3 Qe5+ Qe2 Qxe2+ Bxe2 Bd6 O-O Na6 Be3 Bg4 Bc4 Be6 N1d2 Bxc4 Nxc4 b6 Rfe1 O-O-O Bg5 Nc5 Rad1 Nxb3 axb3 Rd7 g3 h6 Bxf6 gxf6 b4 f5 f4 h5 Kg2 h4 Kf3 hxg3 hxg3 Rh2 Ne5 Bxe5 Rxd7 Kxd7 Rxe5 Rxb2 Rxf5 Ke7 Re5+ Kd7 g4 Rb3 Re3 a5 bxa5 bxa5 Re5 Rxc3+ Ke4 a4 Rd5+ Ke7 Re5+ Kd7 Ra5 a3 f5 f6 Kf4 c5 g5 fxg5+ Kxg5 Ke7 f6+ Kf7 Ra7+ Ke6 f7 a2 f8=Q Rc2 Qf5+ Kd6 Ra6+ Kc7 Qf7+ Kd8 Ra8#,C40,Elephant Gambit: Paulsen Countergambit,6,900,Rapid,19
6687,True,40,mate,black,10+0,1068,1822,d4 Nf6 e3 g6 Nc3 Bg7 Nf3 O-O Bd2 d6 Qe2 Nbd7 O-O-O e5 dxe5 dxe5 g4 Nxg4 h3 Ngf6 Rg1 a5 b3 e4 Nh4 c6 a3 b5 b4 axb4 axb4 Ra1+ Nb1 Nd5 Rg5 Qxg5 Bg2 Ra2 Bxe4 Bb2#,A45,Indian Game,2,600,Rapid,-754
889,True,38,resign,white,20+0,1902,1811,b4 e6 a3 Be7 e4 d6 d4 Nd7 Nc3 Ngf6 Bd3 e5 Nf3 b6 Bb5 O-O Bc6 Rb8 O-O exd4 Nxd4 Ne5 f4 Ng6 Qd3 Bd7 b5 Ne8 Bxd7 Qxd7 Nc6 Ra8 f5 Ne5 Nxe5 Qc8 Nd5 dxe5,A00,Polish Opening,1,1200,Rapid,91
19921,True,54,mate,black,30+30,880,1651,e4 c5 Bc4 d6 d3 Nf6 Nf3 a6 O-O b5 Bxf7+ Kxf7 Nc3 Bb7 Bf4 e5 Bg5 Be7 Qd2 b4 Ne2 Rf8 Rad1 Kg8 c3 bxc3 bxc3 Nbd7 d4 Nxe4 Qd3 Nxg5 Nxg5 Bxg5 dxe5 Nxe5 Qc2 Bh6 Qb2 Rb8 f4 Bxg2 Rf2 Rxb2 fxe5 Rxf2 Kxf2 Qf8+ Kxg2 Rxe2+ Kg3 Qf4+ Kh3 Rxh2#,B20,Sicilian Defense: Bowdler Attack,3,3000,Classical,-771
543,True,51,mate,white,15+15,1164,1293,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Bc5 O-O d6 Bd5 Bd7 d4 exd4 Nxd4 Bxd4 Bxc6 Bxc6 Qxd4 Qf6 Qxf6 Nxf6 Nc3 O-O-O Bg5 h6 Bxf6 gxf6 b3 Rhg8 a4 Rde8 Rfe1 f5 exf5 Rxg2+ Kf1 Rxh2 axb5 axb5 Nxb5 Bxb5+ Kg1 Rh5 Ra8+ Kd7 Rexe8 Bc6 Rad8#,C70,Ruy Lopez: Morphy Defense |  Graz Variation,10,1500,Classical,-129
567,True,64,resign,black,15+15,1147,908,e4 h5 d4 Nf6 Nc3 d6 h3 e5 Be3 exd4 Qxd4 c5 Qd2 Qe7 Bd3 Nc6 f3 g6 Bb5 Bd7 O-O-O a6 Bxc6 bxc6 Qxd6 Qxd6 Rxd6 Bxd6 Nge2 O-O Rd1 Rae8 Rxd6 Be6 Rxc6 Nd7 Bxc5 Nxc5 Rxc5 f5 Nf4 fxe4 Nxg6 Rf6 Rg5 Kg7 Ne5+ Kh6 h4 Bf7 g4 exf3 gxh5 Bxh5 Ng4+ Bxg4 Rxg4 Kh5 Rg5+ Kxh4 Rg1 Kh3 Rh1+ Kg2,B00,Goldsmith Defense: Picklepuss Defense,4,1500,Classical,239
606,False,71,outoftime,white,10+0,1435,1164,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 O-O Nf6 Qe2 O-O Nc3 d6 Be3 Bg4 Bxc5 dxc5 h3 Bh5 Qe3 Nd4 Nxe5 Nxc2 Qxc5 Nxa1 Rxa1 b6 Qe3 Re8 Nc6 Qd7 Bb5 Qe6 e5 Nd5 Nxd5 Qxd5 Nd4 Re7 Bc6 Qd8 Bxa8 Qxa8 e6 Qf8 exf7+ Rxf7 Qe5 Bg6 Ne6 Qe8 d4 Qd7 Re1 c5 Ng5 Rf5 Qe8+ Bxe8 Rxe8+ Qxe8 Nf3 Rxf3 gxf3 Qe1+ Kg2 Qe5 Kf1 Qxd4 Kg2,C50,Italian Game: Giuoco Pianissimo,7,600,Rapid,271
19606,True,136,draw,draw,15+0,2178,2094,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Be2 e5 dxe5 dxe5 Qxd8 Rxd8 Bg5 Re8 O-O-O c6 h3 Na6 Kc2 Nc5 Bxf6 Bxf6 b4 Ne6 Bd3 Nf4 Rhg1 Nxd3 Rxd3 Be6 c5 Rad8 Rgd1 Rxd3 Rxd3 h6 a4 a6 Nd2 Rd8 Rxd8+ Bxd8 Nb3 f5 b5 axb5 axb5 cxb5 Nxb5 fxe4 Nd6 Bd5 g3 Be7 Nd2 Bxd6 cxd6 Kf7 Kc3 Ke6 Kb4 Kxd6 Nf1 Ke6 Ne3 Bc6 Kc5 h5 h4 Kf6 Ng2 Kf5 Ne3+ Kf6 Kd6 Bb5 Nd5+ Kf5 Ne3+ Kf6 g4 hxg4 Nxg4+ Kf5 Nxe5 Be8 Kd5 b5 Kd4 b4 Nc4 b3 Kc3 Kg4 Ne5+ Kxh4 Kxb3 Kg5 Kc3 Kf4 Kd4 g5 Kd5 Bb5 Nf7 Bd3 Kd4 g4 Ne5 Bb1 Kd5 Bd3 Kd4 Bf1 Nxg4 Kxg4 Kxe4 Bc4 f3+ Kg5 f4+ Kf6 f5 Ba2 Kf4 Bg8 Kg4 Ba2 Kf4 Bb1 Kg4 Bxf5+,E92,King's Indian Defense: Exchange Variation,13,900,Rapid,84
11890,True,129,mate,white,10+0,2113,2120,d4 d5 f4 Nf6 Nf3 g6 e3 Bg7 Be2 O-O O-O Ne4 Nc3 c6 Nxe4 dxe4 Ng5 f5 Bc4+ Kh8 c3 Na6 Nf7+ Rxf7 Bxf7 e6 g4 Qf8 Bxg6 hxg6 gxf5 exf5 Bd2 Be6 Kf2 Nc7 h4 Qf6 Rh1 Bf7 c4 Bxc4 h5 Kg8 hxg6 Qxg6 Qc2 Bd3 Qc5 Ne6 Qa3 Qg4 Rh2 Qf3+ Kg1 Kf7 Qb3 Bf6 Qxb7+ Nc7 Qxc7+ Be7 Rh7+ Kg6 Qxe7 Qg3+ Kh1 Qf3+ Kh2 Qf2+ Kh3 Qf3+ Kh2 Qf2+ Kh3 Qf3+ Kh2 Qf2+ Kh1 Qf3+ Kh2 Qf2+ Kh3 Bf1+ Rxf1 Qxf1+ Kh2 Qf2+ Kh3 Qf3+ Kh2 Qf2+ Kh3 Qf1+ Kh2 Qf2+ Kh3 Qf3+ Kh2 Qe2+ Kg1 Qd1+ Be1 Qxe1+ Kg2 Qe2+ Kh1 Qf3+ Kh2 Qf2+ Kh1 Qe1+ Kh2 Qe2+ Kh1 Qf3+ Kh2 Qf2+ Kh1 Qe1+ Kh2 Qd2+ Kh1 Qd1+ Kh2 Qc2+ Kh3 Qc4 Qg7#,D00,Queen's Pawn Game,2,600,Rapid,-7
13277,False,93,resign,white,15+15,1500,1700,e4 d5 exd5 Qxd5 Nc3 Qa5 d4 c6 Bc4 Nf6 Nf3 Bf5 O-O e6 Bd2 Qc7 Re1 Be7 Nh4 Bg6 Qf3 Nbd7 Bf4 Bd6 Bxd6 Qxd6 Rad1 Bxc2 Rd2 Bg6 Rde2 Qxd4 Nxg6 hxg6 Bb3 O-O-O Rc1 Ne5 Qg3 Ned7 Rec2 Qe5 Re2 Qxg3 hxg3 Rh5 f3 Rdh8 Kf2 Nc5 Bc2 Nd5 Ne4 Nxe4+ Bxe4 Rd8 g4 Rhh8 Kg3 Rhe8 a3 f5 Bc2 Nf6 Rce1 Rd6 gxf5 gxf5 Bxf5 Red8 Rxe6 Rxe6 Rxe6 Kc7 Re7+ Kb6 Kh4 Rd5 g4 Rd2 Rxg7 Rxb2 Bc8 Ka6 g5 Nd5 Rf7 Rb3 g6 Rb2 g7 Rg2 Bg4,B01,Scandinavian Defense: Main Line,6,1500,Classical,-200
13346,False,30,resign,black,15+10,1402,1116,c4 d6 d4 e5 d5 f6 Nc3 f5 e4 Na6 g3 Nf6 Bg2 Be7 Nge2 O-O O-O Qe8 a3 fxe4 Nxe4 Nxe4 Bxe4 Bh3 Re1 Nc5 Bb1 Qf7 Be3 Qf3,A41,Rat Defense: English Rat,4,1300,Rapid,286
4941,True,44,resign,white,10+0,1427,1359,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 d6 O-O Nd4 c3 Nxb3 Qxb3 Be6 Qc2 Nf6 d4 exd4 cxd4 Be7 a3 O-O Nc3 d5 Re1 dxe4 Nxe4 Nxe4 Qxe4 Qd7 Ne5 Qd6 Bf4 Bd5 Qe2 Qf6 Qg4 Bd6 Nd7 Bxf4 Nxf6+ Kh8,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8,600,Rapid,68
15793,True,76,resign,black,10+0,1710,1692,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 c5 Qe5+ Qe7 Qxe7+ Bxe7 Nc3 Nf6 Bg5 d6 O-O-O O-O Bxf6 Bxf6 Rxd6 Re8 f3 b6 Nb5 Be5 Rd1 a6 Nd6 Bf4+ Kb1 Rd8 Rd5 Rxd6 Rxd6 Bxd6 c4 Be6 Bd3 Rd8 Kc2 Bf4 b3 Be3 Re1 Bd4 f4 f6 f5 Bf7 g4 Be5 h3 g6 Re2 gxf5 gxf5 Bh5 Rg2+ Kf7 Rg1 Rd7 Rg2 Bd1+ Kd2 Bf4+ Kxd1 Rxd3+ Kc2 Rxh3 Rf2 Rh2 Rg2 Rxg2+,C45,Scotch Game,7,600,Rapid,18
3491,False,50,mate,black,10+10,1532,1503,d4 d5 Nc3 Nf6 Bf4 Bf5 e3 e6 Bd3 Bg6 Qd2 Bd6 Bxg6 fxg6 Bxd6 cxd6 Nf3 O-O O-O Nh5 Rfe1 Qf6 e4 Nc6 e5 Qf5 exd6 Rf7 Ne5 Rf6 Qe2 Nxe5 dxe5 Rf7 g4 Qg5 Kh1 Nf4 Qe3 Qxg4 Rg1 Qh5 d7 Nh3 Rg3 Nxf2+ Kg2 Ng4 Qe2 Qxh2#,D01,Queen's Pawn Game: Chigorin Variation,4,1000,Rapid,29
8205,True,69,outoftime,white,10+0,1973,1808,c4 e5 g3 d6 Bg2 Nf6 Nc3 a6 Nf3 h6 d4 exd4 Nxd4 Be7 O-O O-O e4 c5 Nf5 Bxf5 exf5 Nc6 Re1 Qd7 Nd5 Nxd5 Qxd5 Rae8 Bf4 Bf6 Qxd6 Qxd6 Bxd6 Rxe1+ Rxe1 Rd8 Bxc6 Rxd6 Bxb7 Rd2 Bxa6 Bd4 Re8+ Kh7 Bb7 Rxf2 Kh1 h5 Be4 Kh6 Bd5 f6 a4 Rxf5 Re2 Kg5 a5 Kg4 Kg2 Re5 Rxe5 fxe5 a6 e4 a7 e3 a8=Q e2 Bf3+,A20,English Opening: King's English Variation,2,600,Rapid,165
18781,True,91,resign,white,15+10,1871,1804,e4 c5 f4 d6 Nf3 Nc6 Bc4 e6 O-O a6 a3 b5 Ba2 Bb7 Nc3 Qb6 Kh1 Nd4 Ng5 b4 axb4 cxb4 Na4 Qb5 b3 Nxc2 Bb2 Nxa1 Qxa1 f6 Nxe6 Rc8 Nd4 Qd3 Qd1 Qxe4 Re1 d5 Rxe4+ dxe4 h3 Bd6 Ne6 Kf7 f5 Ne7 Nd4 Rhd8 Nb6 Rb8 Nc4 Bf4 Bb1 Bd5 Ne6 Bxe6 fxe6+ Kxe6 Bxe4 f5 Bf3 Rd7 Bxg7 Rbd8 d4 Ng6 Qe2+ Kf7 Be5 Nxe5 Nxe5+ Bxe5 Qxe5 Rxd4 Qxf5+ Kg7 Be4 a5 Qxh7+ Kf6 Qf5+ Ke7 Kh2 Rf8 Qe5+ Kf7 Qxd4 Re8 g4 Re6 Bd5,B21,Sicilian Defense: McDonnell Attack,3,1300,Rapid,67
15082,True,51,mate,white,10+0,1634,1462,d4 d5 c4 dxc4 e3 e5 d5 Nf6 Bxc4 Bd6 Nc3 a6 a3 Bf5 Nge2 Ne4 Nxe4 Bxe4 O-O Qg5 Ng3 b5 Ba2 Qg6 b4 Be7 Bb2 Bf6 Rc1 Bh4 Nxe4 Qxe4 Rxc7 O-O Bb1 Bxf2+ Kxf2 Qh4+ Kg1 Qd8 Bxe5 Re8 Qf3 f6 Bg3 Nd7 Qf5 Ne5 Qxh7+ Kf8 Qxg7#,D20,Queen's Gambit Accepted: Old Variation,5,600,Rapid,172
741,True,20,resign,black,5+8,1810,1495,e4 e5 Nf3 d5 exd5 e4 Qe2 Nf6 d3 Qxd5 Nc3 Bb4 dxe4 Bxc3+ bxc3 Qxe4 Be3 O-O Ng5 Qe5,C40,Elephant Gambit: Paulsen Countergambit,6,620,Rapid,315
14301,True,55,mate,white,15+15,1199,1429,e4 d6 d4 f5 exf5 Bxf5 Bd3 e6 Qh5+ g6 Qf3 d5 Nh3 Nc6 Qe3 Qe7 Ng5 Bh6 Bxf5 Bxg5 Qxe6 Qxe6+ Bxe6 Bxc1 Bxd5 O-O-O Bxc6 bxc6 c3 Nf6 O-O Bf4 Na3 Rhe8 Nc4 Rd7 Na5 Rd6 Rfe1 Kd7 Nb7 Rd5 Nc5+ Kd8 Ne6+ Rxe6 Rxe6 Ng4 g3 Kd7 Rae1 Bd2 Re7+ Kd6 R1e6#,B07,Rat Defense: Balogh Defense,4,1500,Classical,-230
1986,True,3,resign,black,10+0,1500,1500,d4 e6 Bf4,A40,Horwitz Defense,2,600,Rapid,0
12503,True,116,outoftime,black,10+0,1975,1907,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Nge7 a3 Nf5 b4 b6 Bb2 Bd7 g3 Be7 Bg2 h5 h4 c4 a4 g6 O-O a6 Re1 g5 hxg5 Bxg5 Bc1 Be7 Bf4 h4 g4 Nh6 Bh3 f5 g5 Rg8 Kh1 Nf7 Nxh4 Nxg5 Qh5+ Nf7 Ng6 Qc7 Bxf5 O-O-O Bh3 Nh8 Rg1 Nxg6 Rxg6 Rh8 Qg4 Kb7 Nd2 Rh4 Qg3 Rdh8 Kh2 Qd8 Nf3 R4h5 Ng1 Qf8 Kg2 Bh4 Qg4 Be7 b5 axb5 axb5 Na5 Rg7 Rh4 Qg6 Rxf4 f3 Be8 Qg5 Rf7 Rg6 Bxg5 Rxg5 Re7 Rf1 Rg8 Rg3 Rxg3+ Kxg3 Rg7+ Bg4 Qe7 Nh3 Bh5 Rg1 Bxg4 fxg4 Nb3 Rg2 Qa3 Nf4 Qc1 Nh5 Qxc3+ Kh2 Re7 g5 Qxd4 Ng3 Qxe5 g6 Rg7,C02,French Defense: Advance Variation |  Paulsen Attack,9,600,Rapid,68
